序号,点名,N,E,Z,B,L,H,未倾斜改正N,未倾斜改正E,未倾斜改正Z,未倾斜改正B,未倾斜改正L,未倾斜改正H,天线高,σN,σE,σZ,HRMS,VRMS,目标高,量高类型,天线类型,平滑次数,解类型,开始本地时间,结束本地时间,开始UTC时间,结束UTC时间,描述,差分龄期,卫星数,公共卫星数,PDOP,VDOP,HDOP,截止高度角(°),参考站名称,基站B,基站L,基站H(相位中心),基站距离,基站方位,里程,偏距,竖直倾角,倾斜向量方位角,倾斜分量X,倾斜分量Y,倾斜X轴方位角,当地B,当地L,当地H,语音文件,图片文件,空间直角X,空间直角Y,空间直角Z,点校验dB,点校验dL,点校验dH,点校验dN,点校验dE,点校验dZ,测量时长,N坐标差,E坐标差,高差
1,B091609,2625143.3233,566203.8314,121.5369," 23:43:35.25594"," 114:38:57.35796",121.5369,,,,,,,1.8765,0.0000,0.0000,0.0000,0.0000,0.0000,1.8000,直高(V),Hi-Target:D8 Pro,5,已知坐标,2022-09-16 09:46:04.0,2022-09-16 09:46:08.0,2022-09-16 01:46:04.0,2022-09-16 01:46:08.0,set_base,0.0,0,0,0.0000,0.0000,0.0000,0,," 00:00:00.00000"," 00:00:00.00000",0.0000,11680205.8003," 264:56:12.75803",0.0000,0.0000," 00:00:00",," 00:00:00"," 00:00:00",," 23:43:35.25595"," 114:38:57.35796",121.5369,,,-2436610.2140,5309950.6012,2550625.9988," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:5,0.0000,0.0000,0.0000
2,pt1,2625417.1833,566248.2212,121.4842," 23:43:44.15043"," 114:38:58.96921",121.4842,,,,,,,1.8765,0.0076,0.0095,0.0236,0.0122,0.0236,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:00:34.0,2022-09-16 10:00:34.0,2022-09-16 02:00:34.0,2022-09-16 02:00:34.0,,4.0,43,42,1.5325,0.9000,0.6290,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,277.4312," 189:12:25.08519",0.0000,0.0000," 00:18:50",," 00:07:12"," 00:17:24",," 23:43:44.15044"," 114:38:58.96921",121.4842,,,-2436605.7482,5309831.4454,2550876.4908," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
3,pt2,2625414.0159,566247.7183,121.4751," 23:43:44.04756"," 114:38:58.95094",121.4751,,,,,,,1.8765,0.0071,0.0091,0.0226,0.0115,0.0226,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:02:05.0,2022-09-16 10:02:05.0,2022-09-16 02:02:05.0,2022-09-16 02:02:05.0,,3.0,45,44,1.4215,0.9000,0.5998,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,274.2245," 189:12:32.84719",0.0000,0.0000," 00:22:12",," 00:00:00"," 00:22:12",," 23:43:44.04757"," 114:38:58.95094",121.4751,,,-2436605.8057,5309832.8112,2550873.5899," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
4,pt3,2625410.9240,566247.2079,121.4799," 23:43:43.94715"," 114:38:58.93242",121.4799,,,,,,,1.8765,0.0071,0.0089,0.0226,0.0114,0.0226,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:02:23.0,2022-09-16 10:02:23.0,2022-09-16 02:02:23.0,2022-09-16 02:02:23.0,,3.0,45,45,1.4206,0.9000,0.6001,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,271.0909," 189:12:25.99514",0.0000,0.0000," 00:08:24",," 00:00:00"," -00:08:24",," 23:43:43.94715"," 114:38:58.93242",121.4799,,,-2436605.8493,5309834.1639,2550870.7636," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
5,pt4,2625407.5295,566246.6692,121.4775," 23:43:43.83689"," 114:38:58.91286",121.4775,,,,,,,1.8765,0.0071,0.0088,0.0222,0.0114,0.0222,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:05:13.0,2022-09-16 10:05:13.0,2022-09-16 02:05:13.0,2022-09-16 02:05:13.0,,3.0,47,47,1.2359,0.7000,0.5763,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,267.6541," 189:12:34.79260",0.0000,0.0000," 00:04:15",," -00:00:36"," 00:04:12",," 23:43:43.83690"," 114:38:58.91286",121.4775,,,-2436605.9140,5309835.6335,2550867.6574," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
6,pt5,2625403.3821,566245.9978,121.4803," 23:43:43.70220"," 114:38:58.88849",121.4803,,,,,,,1.8765,0.0072,0.0090,0.0220,0.0115,0.0220,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:05:36.0,2022-09-16 10:05:36.0,2022-09-16 02:05:36.0,2022-09-16 02:05:36.0,,4.0,47,47,1.2355,0.7000,0.5768,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,263.4531," 189:12:35.61039",0.0000,0.0000," 00:28:07",," 00:15:36"," 00:23:24",," 23:43:43.70220"," 114:38:58.88849",121.4803,,,-2436605.9832,5309837.4394,2550863.8648," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
7,pt6,2625398.5430,566245.1648,121.4827," 23:43:43.54504"," 114:38:58.85830",121.4827,,,,,,,1.8765,0.0071,0.0088,0.0218,0.0113,0.0218,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:05:58.0,2022-09-16 10:05:58.0,2022-09-16 02:05:58.0,2022-09-16 02:05:58.0,,4.0,47,47,1.2351,0.7000,0.5773,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,258.5433," 189:11:57.50873",0.0000,0.0000," 00:25:04",," 00:23:24"," 00:09:00",," 23:43:43.54504"," 114:38:58.85830",121.4827,,,-2436606.0185,5309839.5664,2550859.4394," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
8,pt7,2625395.2041,566244.6074,121.4763," 23:43:43.43660"," 114:38:58.83808",121.4763,,,,,,,1.8765,0.0071,0.0087,0.0217,0.0113,0.0217,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:06:14.0,2022-09-16 10:06:14.0,2022-09-16 02:06:14.0,2022-09-16 02:06:14.0,,2.0,47,47,1.2347,0.7000,0.5776,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,255.1585," 189:11:44.20685",0.0000,0.0000," 00:54:20",," 00:27:36"," 00:46:48",," 23:43:43.43660"," 114:38:58.83808",121.4763,,,-2436606.0555,5309841.0200,2550856.3827," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
9,pt8,2625392.0271,566244.1086,121.4884," 23:43:43.33341"," 114:38:58.81996",121.4884,,,,,,,1.8765,0.0072,0.0088,0.0219,0.0113,0.0219,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:06:29.0,2022-09-16 10:06:29.0,2022-09-16 02:06:29.0,2022-09-16 02:06:29.0,,3.0,47,47,1.2344,0.7000,0.5779,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,251.9427," 189:11:56.70436",0.0000,0.0000," 00:19:22",," 00:05:24"," 00:18:36",," 23:43:43.33342"," 114:38:58.81996",121.4884,,,-2436606.1264,5309842.4053,2550853.4814," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
10,pt9,2625388.9875,566243.6274,121.4748," 23:43:43.23469"," 114:38:58.80248",121.4748,,,,,,,1.8765,0.0072,0.0088,0.0219,0.0113,0.0219,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:06:41.0,2022-09-16 10:06:41.0,2022-09-16 02:06:41.0,2022-09-16 02:06:41.0,,3.0,47,47,1.2341,0.7000,0.5782,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,248.8655," 189:12:05.75174",0.0000,0.0000," 00:17:04",," 00:16:48"," -00:03:00",," 23:43:43.23469"," 114:38:58.80248",121.4748,,,-2436606.1810,5309843.7113,2550850.6953," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
11,pt10,2625385.3820,566243.0454,121.4741," 23:43:43.11759"," 114:38:58.78135",121.4741,,,,,,,1.8765,0.0072,0.0088,0.0219,0.0114,0.0219,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:07:02.0,2022-09-16 10:07:02.0,2022-09-16 02:07:02.0,2022-09-16 02:07:02.0,,4.0,47,47,1.2336,0.7000,0.5787,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,245.2136," 189:12:07.48621",0.0000,0.0000," 00:36:58",," -00:08:24"," -00:36:00",," 23:43:43.11759"," 114:38:58.78135",121.4741,,,-2436606.2415,5309845.2779,2550847.3969," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
12,pt11,2625382.3183,566242.5351,121.4746," 23:43:43.01809"," 114:38:58.76285",121.4746,,,,,,,1.8765,0.0070,0.0086,0.0210,0.0111,0.0210,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:07:18.0,2022-09-16 10:07:18.0,2022-09-16 02:07:18.0,2022-09-16 02:07:18.0,,4.0,47,47,1.2332,0.7000,0.5790,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,242.1080," 189:11:55.78203",0.0000,0.0000," 00:57:41",," -00:18:36"," 00:54:36",," 23:43:43.01809"," 114:38:58.76285",121.4746,,,-2436606.2791,5309846.6166,2550844.5947," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
13,pt12,2625379.1557,566242.0048,121.4861," 23:43:42.91537"," 114:38:58.74361",121.4861,,,,,,,1.8765,0.0070,0.0086,0.0210,0.0111,0.0210,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:07:36.0,2022-09-16 10:07:36.0,2022-09-16 02:07:36.0,2022-09-16 02:07:36.0,,4.0,47,47,1.2327,0.7000,0.5794,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,238.9014," 189:11:40.26910",0.0000,0.0000," 00:37:22",," -00:18:36"," -00:32:24",," 23:43:42.91538"," 114:38:58.74361",121.4861,,,-2436606.3187,5309848.0091,2550841.7065," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
14,pt13,2625376.0201,566241.4417,121.4949," 23:43:42.81354"," 114:38:58.72323",121.4949,,,,,,,1.8765,0.0071,0.0086,0.0210,0.0111,0.0210,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:07:56.0,2022-09-16 10:07:56.0,2022-09-16 02:07:56.0,2022-09-16 02:07:56.0,,2.0,47,47,1.2322,0.7000,0.5798,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,235.7163," 189:10:52.31931",0.0000,0.0000," 00:51:10",," 00:51:00"," 00:04:12",," 23:43:42.81355"," 114:38:58.72323",121.4949,,,-2436606.3231,5309849.4030,2550838.8420," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
15,pt14,2625372.8084,566240.9079,121.4950," 23:43:42.70924"," 114:38:58.70386",121.4950,,,,,,,1.8765,0.0071,0.0086,0.0209,0.0112,0.0209,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:08:11.0,2022-09-16 10:08:11.0,2022-09-16 02:08:11.0,2022-09-16 02:08:11.0,,3.0,47,47,1.2318,0.7000,0.5801,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,232.4608," 189:10:39.39899",0.0000,0.0000," 00:21:00",," 00:21:00"," 00:00:00",," 23:43:42.70924"," 114:38:58.70386",121.4950,,,-2436606.3632,5309850.8055,2550835.9042," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
16,pt15,2625367.6944,566240.1115,121.4811," 23:43:42.54314"," 114:38:58.67493",121.4811,,,,,,,1.8765,0.0072,0.0089,0.0213,0.0114,0.0213,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:08:28.0,2022-09-16 10:08:28.0,2022-09-16 02:08:28.0,2022-09-16 02:08:28.0,,4.0,47,47,1.2313,0.7000,0.5805,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,227.2856," 189:11:06.16459",0.0000,0.0000," 00:50:29",," -00:50:24"," -00:03:00",," 23:43:42.54314"," 114:38:58.67493",121.4811,,,-2436606.4706,5309853.0047,2550831.2204," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
17,pt16,2625364.6064,566239.5436,121.4812," 23:43:42.44285"," 114:38:58.65438",121.4812,,,,,,,1.8765,0.0072,0.0088,0.0213,0.0113,0.0213,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:08:42.0,2022-09-16 10:08:42.0,2022-09-16 02:08:42.0,2022-09-16 02:08:42.0,,4.0,47,47,1.2308,0.7000,0.5808,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,224.1469," 189:10:03.83217",0.0000,0.0000," 00:44:36",," -00:24:36"," -00:37:12",," 23:43:42.44286"," 114:38:58.65438",121.4812,,,-2436606.4594,5309854.3760,2550828.3960," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
18,pt17,2625361.3955,566239.0396,121.4800," 23:43:42.33857"," 114:38:58.63607",121.4800,,,,,,,1.8765,0.0072,0.0088,0.0213,0.0114,0.0213,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:08:57.0,2022-09-16 10:08:57.0,2022-09-16 02:08:57.0,2022-09-16 02:08:57.0,,3.0,47,47,1.2304,0.7000,0.5811,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,220.8969," 189:10:16.98729",0.0000,0.0000," 00:37:26",," -00:04:12"," 00:37:12",," 23:43:42.33857"," 114:38:58.63607",121.4800,,,-2436606.5261,5309855.7647,2550825.4583," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
19,pt18,2625358.3301,566238.4967,121.4660," 23:43:42.23901"," 114:38:58.61641",121.4660,,,,,,,1.8765,0.0070,0.0087,0.0205,0.0111,0.0205,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:09:16.0,2022-09-16 10:09:16.0,2022-09-16 02:09:16.0,2022-09-16 02:09:16.0,,4.0,47,47,1.2298,0.7000,0.5815,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,217.7845," 189:09:32.05013",0.0000,0.0000," 00:32:14",," 00:29:24"," 00:13:12",," 23:43:42.23902"," 114:38:58.61641",121.4660,,,-2436606.5286,5309857.1055,2550822.6488," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
20,pt19,2625355.1119,566237.9823,121.4688," 23:43:42.13449"," 114:38:58.59773",121.4688,,,,,,,1.8765,0.0070,0.0086,0.0205,0.0111,0.0205,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:09:33.0,2022-09-16 10:09:33.0,2022-09-16 02:09:33.0,2022-09-16 02:09:33.0,,3.0,47,47,1.2292,0.7000,0.5819,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,214.5257," 189:09:36.29103",0.0000,0.0000," 00:24:09",," 00:21:36"," 00:10:48",," 23:43:42.13450"," 114:38:58.59773",121.4688,,,-2436606.5885,5309858.5045,2550819.7061," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
21,pt20,2625349.2060,566237.0714,121.4680," 23:43:41.94267"," 114:38:58.56462",121.4680,,,,,,,1.8765,0.0070,0.0087,0.0205,0.0112,0.0205,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:09:50.0,2022-09-16 10:09:50.0,2022-09-16 02:09:50.0,2022-09-16 02:09:50.0,,2.0,47,47,1.2286,0.7000,0.5823,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,208.5506," 189:10:16.80347",0.0000,0.0000," 01:25:24",," 00:28:48"," 01:20:24",," 23:43:41.94268"," 114:38:58.56462",121.4680,,,-2436606.7264,5309861.0533,2550814.3032," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
22,pt21,2625346.1440,566236.5189,121.4667," 23:43:41.84323"," 114:38:58.54462",121.4667,,,,,,,1.8765,0.0070,0.0087,0.0204,0.0111,0.0204,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:10:07.0,2022-09-16 10:10:07.0,2022-09-16 02:10:07.0,2022-09-16 02:10:07.0,,3.0,47,47,1.2280,0.7000,0.5826,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,205.4399," 189:09:19.14900",0.0000,0.0000," 00:32:27",," 00:10:48"," -00:30:36",," 23:43:41.84323"," 114:38:58.54462",121.4667,,,-2436606.7245,5309862.4074,2550811.5019," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
23,pt22,2625342.9382,566235.9947,121.4574," 23:43:41.73911"," 114:38:58.52560",121.4574,,,,,,,1.8765,0.0070,0.0087,0.0204,0.0112,0.0204,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:10:21.0,2022-09-16 10:10:21.0,2022-09-16 02:10:21.0,2022-09-16 02:10:21.0,,3.0,47,47,1.2275,0.7000,0.5829,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,202.1919," 189:09:11.51818",0.0000,0.0000," 00:11:49",," 00:10:48"," -00:04:48",," 23:43:41.73912"," 114:38:58.52560",121.4574,,,-2436606.7688,5309863.7959,2550808.5657," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
24,pt23,2625339.8538,566235.4785,121.4526," 23:43:41.63894"," 114:38:58.50688",121.4526,,,,,,,1.8765,0.0070,0.0087,0.0204,0.0112,0.0204,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:10:39.0,2022-09-16 10:10:39.0,2022-09-16 02:10:39.0,2022-09-16 02:10:39.0,,3.0,47,47,1.2269,0.7000,0.5833,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,199.0650," 189:08:51.94256",0.0000,0.0000," 00:17:17",," -00:06:00"," -00:16:12",," 23:43:41.63894"," 114:38:58.50688",121.4526,,,-2436606.8023,5309865.1402,2550805.7424," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
25,pt24,2625336.6598,566234.9643,121.4464," 23:43:41.53520"," 114:38:58.48821",121.4464,,,,,,,1.8765,0.0070,0.0087,0.0203,0.0112,0.0203,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:10:55.0,2022-09-16 10:10:55.0,2022-09-16 02:10:55.0,2022-09-16 02:10:55.0,,3.0,48,47,1.1825,0.7000,0.5643,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,195.8302," 189:08:52.00618",0.0000,0.0000," 00:17:46",," 00:03:36"," 00:17:24",," 23:43:41.53521"," 114:38:58.48821",121.4464,,,-2436606.8550,5309866.5228,2550802.8182," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
26,pt25,2625331.9050,566234.1847,121.4529," 23:43:41.38078"," 114:38:58.45992",121.4529,,,,,,,1.8765,0.0074,0.0091,0.0216,0.0117,0.0216,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:11:18.0,2022-09-16 10:11:18.0,2022-09-16 02:11:18.0,2022-09-16 02:11:18.0,,2.0,48,48,1.1821,0.7000,0.5648,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,191.0123," 189:08:37.20664",0.0000,0.0000," 00:28:48",," 00:00:00"," -00:28:48",," 23:43:41.38078"," 114:38:58.45992",121.4529,,,-2436606.9266,5309868.6000,2550798.4714," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
27,pt26,2625328.7731,566233.6422,121.4480," 23:43:41.27907"," 114:38:58.44026",121.4480,,,,,,,1.8765,0.0071,0.0088,0.0209,0.0113,0.0209,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:11:37.0,2022-09-16 10:11:37.0,2022-09-16 02:11:37.0,2022-09-16 02:11:37.0,,3.0,48,48,1.1816,0.7000,0.5651,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,187.8343," 189:07:55.56079",0.0000,0.0000," 00:14:51",," 00:03:36"," 00:14:24",," 23:43:41.27907"," 114:38:58.44026",121.4480,,,-2436606.9439,5309869.9726,2550795.6047," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
28,pt27,2625325.6471,566233.1512,121.4453," 23:43:41.17754"," 114:38:58.42242",121.4453,,,,,,,1.8765,0.0072,0.0087,0.0207,0.0113,0.0207,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:12:11.0,2022-09-16 10:12:11.0,2022-09-16 02:12:11.0,2022-09-16 02:12:11.0,,3.0,49,49,1.1809,0.7000,0.5657,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,184.6703," 189:08:08.19997",0.0000,0.0000," 00:20:23",," -00:13:48"," -00:15:00",," 23:43:41.17754"," 114:38:58.42242",121.4453,,,-2436607.0078,5309871.3235,2550792.7441," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
29,pt28,2625322.5273,566232.6283,121.4343," 23:43:41.07621"," 114:38:58.40346",121.4343,,,,,,,1.8765,0.0072,0.0087,0.0207,0.0113,0.0207,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:12:35.0,2022-09-16 10:12:35.0,2022-09-16 02:12:35.0,2022-09-16 02:12:35.0,,3.0,49,49,1.1803,0.7000,0.5662,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,181.5074," 189:07:44.42104",0.0000,0.0000," 00:19:52",," -00:18:00"," 00:08:24",," 23:43:41.07621"," 114:38:58.40346",121.4343,,,-2436607.0387,5309872.6785,2550789.8858," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
30,pt29,2625319.2007,566232.1313,121.4411," 23:43:40.96816"," 114:38:58.38538",121.4411,,,,,,,1.8765,0.0072,0.0087,0.0206,0.0113,0.0206,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:12:55.0,2022-09-16 10:12:55.0,2022-09-16 02:12:55.0,2022-09-16 02:12:55.0,,3.0,49,49,1.1797,0.7000,0.5665,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,178.1444," 189:08:27.32407",0.0000,0.0000," 00:22:08",," 00:21:36"," -00:04:48",," 23:43:40.96817"," 114:38:58.38538",121.4411,,,-2436607.1336,5309874.1135,2550786.8455," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
31,pt30,2625313.6431,566231.2453,121.4616," 23:43:40.78766"," 114:38:58.35320",121.4616,,,,,,,1.8765,0.0072,0.0088,0.0207,0.0113,0.0207,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:13:17.0,2022-09-16 10:13:17.0,2022-09-16 02:13:17.0,2022-09-16 02:13:17.0,,3.0,49,49,1.1792,0.7000,0.5669,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,172.5169," 189:08:37.07396",0.0000,0.0000," 00:11:02",," -00:10:12"," 00:04:12",," 23:43:40.78766"," 114:38:58.35320",121.4616,,,-2436607.2452,5309876.5416,2550781.7698," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
32,pt31,2625310.5621,566230.6955,121.4670," 23:43:40.68760"," 114:38:58.33330",121.4670,,,,,,,1.8765,0.0072,0.0088,0.0208,0.0114,0.0208,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:13:35.0,2022-09-16 10:13:35.0,2022-09-16 02:13:35.0,2022-09-16 02:13:35.0,,3.0,49,49,1.1787,0.7000,0.5673,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,169.3880," 189:07:32.28161",0.0000,0.0000," 00:31:51",," -00:01:48"," -00:31:48",," 23:43:40.68761"," 114:38:58.33330",121.4670,,,-2436607.2514,5309877.9070,2550778.9539," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
33,pt32,2625307.3299,566230.1313,121.4677," 23:43:40.58263"," 114:38:58.31286",121.4677,,,,,,,1.8765,0.0072,0.0089,0.0207,0.0115,0.0207,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:14:01.0,2022-09-16 10:14:01.0,2022-09-16 02:14:01.0,2022-09-16 02:14:01.0,,3.0,49,49,1.1779,0.7000,0.5677,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,166.1075," 189:06:37.11231",0.0000,0.0000," 00:19:19",," -00:15:36"," 00:11:24",," 23:43:40.58264"," 114:38:58.31286",121.4677,,,-2436607.2675,5309879.3302,2550775.9977," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
34,pt33,2625304.2050,566229.6388,121.4679," 23:43:40.48114"," 114:38:58.29497",121.4679,,,,,,,1.8765,0.0074,0.0091,0.0211,0.0117,0.0211,1.8000,杆高(P),Hi-Target:D8 Pro,1,RTK固定解,2022-09-16 10:14:19.0,2022-09-16 10:14:19.0,2022-09-16 02:14:19.0,2022-09-16 02:14:19.0,,3.0,48,47,1.1774,0.7000,0.5681,10,," 23:43:35.25594"," 114:38:57.35796",123.4133,162.9444," 189:06:47.82596",0.0000,0.0000," 00:14:19",," -00:07:48"," -00:12:00",," 23:43:40.48114"," 114:38:58.29497",121.4679,,,-2436607.3310,5309880.6837,2550773.1392," 00:00:00.00000"," 00:00:00.00000",0.0000,0.0000,0.0000,0.0000,0:0:1,0.0000,0.0000,0.0000
